CustomerID,Usia,Jenis Kelamin,Masa Tenure,Frekuensi Penggunaan,Panggilan Dukungan,Keterlambatan Pembayaran,Tipe Langganan,Lama Kontrak,Total Pengeluaran,Interaksi Terakhir,Churn
10007,62,Female,28.0,25.0,8.0,26.0,Basic,Annual,940.0,16.0,1.0
10008,28,Male,33.0,12.0,6.0,23.0,Premium,Quarterly,812.0,14.0,1.0
10009,44,Female,27.0,10.0,7.0,13.0,Standard,Annual,431.0,13.0,1.0
10010,32,Female,40.0,24.0,4.0,16.0,Standard,Monthly,509.0,26.0,1.0
10011,34,Male,13.0,26.0,7.0,1.0,Basic,Annual,685.0,29.0,1.0
10012,33,Female,7.0,24.0,8.0,12.0,Basic,Annual,113.0,29.0,1.0
10013,21,Male,33.0,28.0,0.0,29.0,Basic,Annual,919.0,8.0,1.0
10014,57,Male,57.0,11.0,10.0,1.0,Basic,Monthly,445.0,27.0,1.0
10015,46,Female,26.0,17.0,8.0,29.0,Standard,Quarterly,843.0,25.0,1.0
10016,28,Male,46.0,25.0,10.0,4.0,Standard,Quarterly,932.0,22.0,1.0
10017,47,Male,20.0,17.0,8.0,9.0,Basic,Monthly,277.0,23.0,1.0
10018,49,Female,57.0,21.0,2.0,21.0,Standard,Annual,753.0,30.0,1.0
10019,44,Female,22.0,12.0,0.0,9.0,Premium,Monthly,628.0,18.0,1.0
10020,58,Female,32.0,12.0,0.0,29.0,Standard,Quarterly,351.0,30.0,1.0
10021,64,Female,56.0,2.0,4.0,27.0,Premium,Quarterly,956.0,8.0,1.0
10022,23,Male,2.0,4.0,4.0,5.0,Standard,Annual,487.0,20.0,1.0
10023,23,Female,24.0,25.0,10.0,25.0,Standard,Quarterly,151.0,3.0,1.0
10024,30,Male,56.0,28.0,9.0,17.0,Standard,Annual,259.0,7.0,1.0
10025,60,Male,25.0,6.0,3.0,23.0,Premium,Quarterly,843.0,26.0,1.0
10026,47,Male,44.0,14.0,0.0,13.0,Standard,Monthly,877.0,11.0,1.0
10027,19,Male,42.0,9.0,2.0,1.0,Basic,Annual,156.0,12.0,1.0
10028,18,Male,58.0,23.0,3.0,26.0,Standard,Monthly,716.0,30.0,1.0
10029,55,Male,37.0,8.0,2.0,6.0,Premium,Monthly,978.0,7.0,1.0
10030,28,Female,25.0,23.0,9.0,27.0,Basic,Quarterly,314.0,20.0,1.0
10031,48,Female,7.0,14.0,8.0,2.0,Premium,Annual,514.0,21.0,1.0
10032,53,Male,55.0,10.0,2.0,30.0,Basic,Annual,362.0,6.0,1.0
10033,26,Female,50.0,27.0,2.0,0.0,Standard,Annual,940.0,9.0,0.0
10034,35,Male,22.0,30.0,5.0,4.0,Premium,Monthly,506.0,2.0,1.0
10035,56,Male,39.0,20.0,1.0,29.0,Basic,Quarterly,693.0,9.0,1.0
10036,39,Male,60.0,21.0,2.0,11.0,Premium,Monthly,240.0,1.0,1.0
10037,35,Male,56.0,11.0,2.0,4.0,Basic,Annual,787.0,19.0,0.0
10038,32,Female,25.0,13.0,6.0,7.0,Standard,Monthly,131.0,8.0,1.0
10039,54,Male,13.0,1.0,5.0,5.0,Standard,Annual,999.0,1.0,1.0
10040,49,Male,45.0,8.0,6.0,11.0,Standard,Quarterly,637.0,12.0,1.0
10041,36,Female,41.0,29.0,8.0,9.0,Standard,Quarterly,526.0,27.0,1.0
10042,62,Male,19.0,22.0,7.0,17.0,Premium,Monthly,858.0,1.0,1.0
10043,45,Male,35.0,21.0,5.0,4.0,Premium,Monthly,609.0,26.0,1.0
10044,25,Male,5.0,12.0,5.0,0.0,Basic,Annual,327.0,29.0,1.0
10045,55,Female,41.0,11.0,3.0,29.0,Basic,Monthly,523.0,23.0,1.0
10046,46,Female,41.0,1.0,3.0,25.0,Premium,Annual,135.0,28.0,1.0
10047,43,Female,15.0,8.0,10.0,28.0,Premium,Monthly,845.0,2.0,1.0
10048,33,Female,47.0,10.0,4.0,4.0,Basic,Annual,403.0,19.0,1.0
10049,20,Male,25.0,30.0,1.0,1.0,Standard,Monthly,439.0,10.0,1.0
10050,43,Female,22.0,26.0,7.0,24.0,Premium,Monthly,985.0,13.0,1.0
10051,44,Male,55.0,27.0,3.0,21.0,Standard,Annual,641.0,8.0,1.0
10052,44,Female,18.0,28.0,7.0,28.0,Basic,Monthly,596.0,21.0,1.0
10053,46,Male,49.0,26.0,5.0,1.0,Premium,Annual,491.0,11.0,1.0
10054,27,Female,35.0,4.0,3.0,18.0,Premium,Quarterly,337.0,19.0,1.0
10055,18,Female,20.0,14.0,4.0,30.0,Premium,Annual,585.0,29.0,1.0
10056,30,Female,40.0,4.0,7.0,28.0,Standard,Monthly,292.0,16.0,1.0
10057,28,Male,15.0,30.0,9.0,21.0,Premium,Annual,199.0,29.0,1.0
10058,65,Female,17.0,5.0,7.0,11.0,Basic,Quarterly,945.0,27.0,1.0
10059,49,Female,49.0,29.0,3.0,24.0,Basic,Monthly,240.0,3.0,1.0
10060,53,Male,21.0,23.0,4.0,19.0,Premium,Quarterly,301.0,10.0,1.0
10061,62,Female,57.0,13.0,2.0,28.0,Premium,Monthly,543.0,2.0,1.0
10062,46,Male,3.0,1.0,5.0,9.0,Standard,Annual,495.0,14.0,1.0
10063,21,Female,42.0,24.0,5.0,28.0,Basic,Annual,877.0,12.0,1.0
10064,44,Male,51.0,3.0,3.0,5.0,Standard,Monthly,670.0,2.0,1.0
10065,46,Male,30.0,18.0,8.0,17.0,Basic,Annual,505.0,14.0,1.0
10066,55,Male,45.0,3.0,6.0,29.0,Standard,Quarterly,252.0,15.0,1.0
10067,48,Male,29.0,3.0,8.0,8.0,Standard,Quarterly,270.0,3.0,1.0
10068,50,Male,20.0,23.0,7.0,13.0,Premium,Quarterly,896.0,8.0,1.0
10069,62,Female,45.0,4.0,4.0,8.0,Premium,Quarterly,776.0,20.0,1.0
10070,54,Female,30.0,5.0,0.0,13.0,Basic,Quarterly,644.0,13.0,1.0
10071,34,Male,13.0,20.0,5.0,26.0,Premium,Monthly,207.0,2.0,1.0
10072,52,Female,31.0,20.0,10.0,7.0,Standard,Annual,999.0,17.0,1.0
10073,41,Male,47.0,1.0,4.0,19.0,Basic,Annual,948.0,1.0,0.0
10074,34,Female,58.0,1.0,10.0,20.0,Premium,Quarterly,650.0,24.0,1.0
10075,50,Male,53.0,15.0,8.0,13.0,Basic,Quarterly,728.0,27.0,1.0
10076,61,Female,30.0,16.0,10.0,18.0,Premium,Monthly,184.0,30.0,1.0
10077,65,Male,22.0,10.0,7.0,19.0,Standard,Quarterly,104.0,1.0,1.0
10078,18,Female,8.0,21.0,4.0,5.0,Standard,Monthly,758.0,18.0,1.0
10079,49,Male,38.0,21.0,8.0,6.0,Basic,Quarterly,665.0,16.0,1.0
10080,60,Male,55.0,6.0,10.0,25.0,Standard,Annual,162.0,8.0,1.0
10081,63,Male,56.0,7.0,5.0,2.0,Premium,Monthly,246.0,28.0,1.0
10082,19,Male,49.0,4.0,4.0,18.0,Basic,Monthly,343.0,25.0,1.0
10083,34,Female,29.0,4.0,3.0,30.0,Basic,Monthly,178.0,29.0,1.0
10084,26,Female,6.0,15.0,5.0,28.0,Standard,Annual,134.0,19.0,1.0
10085,49,Female,49.0,22.0,10.0,12.0,Premium,Quarterly,984.0,1.0,1.0
10086,36,Female,20.0,20.0,6.0,24.0,Premium,Monthly,258.0,11.0,1.0
10087,56,Female,18.0,1.0,0.0,22.0,Standard,Annual,633.0,17.0,1.0
10088,60,Male,53.0,14.0,2.0,7.0,Basic,Annual,100.0,30.0,1.0
10089,43,Female,33.0,17.0,3.0,26.0,Standard,Monthly,235.0,13.0,1.0
10090,63,Male,9.0,6.0,7.0,24.0,Standard,Annual,663.0,17.0,1.0
10091,34,Male,2.0,20.0,4.0,16.0,Basic,Monthly,309.0,9.0,1.0
10092,22,Female,32.0,27.0,9.0,6.0,Premium,Annual,819.0,20.0,1.0
10093,57,Male,12.0,9.0,5.0,30.0,Basic,Quarterly,419.0,22.0,1.0
10094,21,Female,11.0,30.0,7.0,2.0,Basic,Annual,487.0,19.0,1.0
10095,35,Female,4.0,22.0,10.0,28.0,Basic,Annual,316.0,1.0,1.0
10096,22,Male,28.0,20.0,1.0,17.0,Standard,Quarterly,436.0,6.0,1.0
10097,21,Male,57.0,12.0,7.0,19.0,Standard,Monthly,701.0,28.0,1.0
10098,18,Female,27.0,30.0,7.0,30.0,Standard,Annual,687.0,30.0,1.0
10099,18,Male,57.0,10.0,6.0,29.0,Premium,Quarterly,596.0,14.0,1.0
10100,33,Male,2.0,15.0,1.0,0.0,Basic,Monthly,975.0,12.0,1.0
10101,42,Female,30.0,14.0,8.0,27.0,Premium,Annual,561.0,15.0,1.0
10102,56,Female,12.0,12.0,10.0,3.0,Basic,Monthly,263.0,30.0,1.0
10103,51,Male,50.0,5.0,7.0,26.0,Premium,Quarterly,193.0,16.0,1.0
10104,49,Female,41.0,15.0,7.0,14.0,Basic,Monthly,250.0,8.0,1.0
10105,27,Female,35.0,5.0,5.0,20.0,Standard,Annual,795.0,30.0,1.0
10106,27,Female,47.0,27.0,4.0,25.0,Premium,Quarterly,321.0,11.0,1.0
10107,40,Female,42.0,29.0,0.0,29.0,Basic,Annual,1000.0,15.0,1.0
10108,53,Male,36.0,11.0,7.0,3.0,Premium,Quarterly,232.0,12.0,1.0
10109,32,Female,47.0,24.0,6.0,22.0,Standard,Annual,210.0,28.0,1.0
10110,57,Female,5.0,10.0,10.0,23.0,Standard,Monthly,139.0,24.0,1.0
10111,47,Male,16.0,15.0,9.0,27.0,Basic,Quarterly,666.0,13.0,1.0
10112,52,Female,11.0,30.0,1.0,2.0,Basic,Quarterly,861.0,20.0,1.0
10113,65,Male,7.0,22.0,0.0,8.0,Basic,Annual,488.0,18.0,1.0
10114,59,Male,52.0,29.0,9.0,11.0,Basic,Monthly,123.0,8.0,1.0
10115,56,Female,5.0,27.0,2.0,15.0,Basic,Annual,264.0,30.0,1.0
10116,45,Female,1.0,8.0,6.0,23.0,Premium,Annual,578.0,15.0,1.0
10117,41,Female,8.0,10.0,3.0,14.0,Standard,Quarterly,109.0,14.0,1.0
10118,18,Male,16.0,9.0,9.0,12.0,Standard,Annual,432.0,18.0,1.0
10119,53,Female,47.0,18.0,7.0,16.0,Basic,Monthly,817.0,25.0,1.0
10120,54,Female,19.0,28.0,2.0,17.0,Basic,Quarterly,753.0,4.0,1.0
10121,62,Female,23.0,12.0,1.0,19.0,Standard,Annual,799.0,22.0,1.0
10122,51,Male,47.0,15.0,1.0,28.0,Premium,Quarterly,687.0,13.0,1.0
10123,20,Male,51.0,22.0,4.0,26.0,Standard,Quarterly,255.0,29.0,1.0
10124,49,Male,29.0,17.0,3.0,30.0,Basic,Monthly,931.0,13.0,1.0
10125,52,Male,8.0,16.0,4.0,27.0,Basic,Monthly,831.0,25.0,1.0
10126,20,Female,48.0,30.0,7.0,21.0,Basic,Annual,357.0,6.0,1.0
10127,35,Female,11.0,8.0,0.0,20.0,Premium,Quarterly,187.0,8.0,1.0
10128,51,Female,32.0,8.0,8.0,0.0,Premium,Annual,772.0,3.0,1.0
10129,61,Male,59.0,18.0,5.0,11.0,Premium,Quarterly,538.0,4.0,1.0
10130,54,Female,36.0,7.0,8.0,14.0,Premium,Quarterly,305.0,5.0,1.0
10131,31,Female,58.0,30.0,9.0,12.0,Basic,Monthly,910.0,1.0,1.0
10132,31,Male,25.0,26.0,8.0,12.0,Basic,Monthly,334.0,30.0,1.0
10133,62,Female,7.0,20.0,4.0,1.0,Standard,Monthly,947.0,28.0,1.0
10134,42,Male,60.0,5.0,9.0,2.0,Basic,Monthly,456.0,25.0,1.0
10135,26,Female,48.0,2.0,7.0,1.0,Standard,Annual,247.0,13.0,1.0
10136,36,Female,31.0,14.0,2.0,27.0,Premium,Annual,285.0,17.0,1.0
10137,38,Female,41.0,12.0,8.0,0.0,Standard,Monthly,696.0,25.0,1.0
10138,50,Female,24.0,11.0,4.0,10.0,Premium,Monthly,667.0,14.0,1.0
10139,48,Male,45.0,3.0,8.0,19.0,Standard,Quarterly,859.0,7.0,1.0
10140,31,Male,20.0,12.0,6.0,20.0,Standard,Quarterly,163.0,6.0,1.0
10141,59,Male,21.0,27.0,3.0,20.0,Basic,Annual,308.0,17.0,1.0
10142,19,Male,35.0,25.0,10.0,1.0,Premium,Annual,419.0,4.0,1.0
10143,25,Female,7.0,11.0,1.0,13.0,Premium,Monthly,203.0,12.0,1.0
10144,21,Male,13.0,30.0,0.0,7.0,Premium,Monthly,152.0,13.0,1.0
10145,21,Female,12.0,21.0,0.0,25.0,Basic,Annual,655.0,22.0,1.0
10146,22,Female,51.0,7.0,7.0,1.0,Premium,Quarterly,544.0,13.0,1.0
10147,21,Female,31.0,27.0,6.0,29.0,Basic,Monthly,597.0,13.0,1.0
10148,28,Female,41.0,16.0,0.0,14.0,Standard,Monthly,924.0,7.0,1.0
10149,60,Male,2.0,4.0,5.0,19.0,Standard,Quarterly,343.0,5.0,1.0
10150,62,Female,34.0,9.0,1.0,28.0,Standard,Monthly,328.0,16.0,1.0
10151,42,Female,12.0,28.0,8.0,7.0,Basic,Annual,949.0,19.0,1.0
10152,51,Male,56.0,27.0,2.0,7.0,Standard,Monthly,344.0,23.0,1.0
10153,18,Female,37.0,7.0,3.0,8.0,Basic,Annual,600.0,1.0,1.0
10154,34,Female,13.0,16.0,1.0,25.0,Premium,Monthly,168.0,4.0,1.0
10155,58,Male,26.0,6.0,4.0,23.0,Premium,Quarterly,749.0,4.0,1.0
10156,24,Male,29.0,8.0,9.0,1.0,Premium,Quarterly,495.0,22.0,1.0
10157,30,Female,40.0,1.0,4.0,1.0,Premium,Quarterly,718.0,28.0,1.0
10158,38,Male,45.0,11.0,7.0,6.0,Premium,Quarterly,259.0,6.0,1.0
10159,40,Male,18.0,22.0,4.0,11.0,Standard,Quarterly,988.0,6.0,0.0
10160,19,Male,8.0,9.0,3.0,24.0,Basic,Quarterly,821.0,21.0,1.0
10161,32,Female,23.0,7.0,2.0,26.0,Standard,Quarterly,190.0,16.0,1.0
10162,51,Female,3.0,9.0,8.0,9.0,Basic,Quarterly,427.0,7.0,1.0
10163,31,Female,35.0,12.0,4.0,16.0,Standard,Annual,409.0,9.0,1.0
10164,47,Male,24.0,20.0,3.0,9.0,Premium,Annual,821.0,4.0,0.0
10165,45,Female,10.0,3.0,0.0,27.0,Basic,Quarterly,533.0,17.0,1.0
10166,45,Male,3.0,19.0,5.0,11.0,Premium,Monthly,442.0,30.0,1.0
10167,27,Female,30.0,13.0,0.0,14.0,Premium,Annual,532.0,17.0,1.0
10168,42,Male,26.0,23.0,9.0,6.0,Standard,Monthly,852.0,16.0,1.0
10169,30,Male,27.0,13.0,3.0,2.0,Standard,Quarterly,293.0,27.0,1.0
10170,44,Female,46.0,10.0,0.0,10.0,Standard,Monthly,880.0,11.0,1.0
10171,35,Female,13.0,30.0,10.0,26.0,Standard,Annual,764.0,24.0,1.0
10172,31,Male,47.0,12.0,6.0,21.0,Basic,Monthly,737.0,30.0,1.0
10173,61,Female,45.0,1.0,2.0,16.0,Basic,Annual,486.0,24.0,1.0
10174,65,Female,29.0,26.0,3.0,28.0,Basic,Quarterly,675.0,10.0,1.0
10175,54,Male,54.0,23.0,0.0,19.0,Premium,Quarterly,751.0,17.0,1.0
10176,40,Female,14.0,11.0,3.0,11.0,Premium,Quarterly,813.0,20.0,1.0
10177,55,Female,4.0,24.0,0.0,2.0,Standard,Quarterly,840.0,9.0,1.0
10178,44,Male,48.0,19.0,10.0,7.0,Standard,Monthly,848.0,28.0,1.0
10179,21,Male,26.0,24.0,7.0,6.0,Basic,Quarterly,905.0,8.0,1.0
10180,26,Male,36.0,5.0,5.0,24.0,Basic,Quarterly,123.0,25.0,1.0
10181,56,Female,52.0,28.0,1.0,6.0,Basic,Monthly,445.0,11.0,1.0
10182,59,Female,49.0,11.0,6.0,10.0,Standard,Monthly,355.0,27.0,1.0
10183,27,Male,33.0,13.0,10.0,19.0,Premium,Monthly,671.0,5.0,1.0
10184,48,Female,32.0,3.0,1.0,15.0,Premium,Monthly,941.0,22.0,1.0
10185,55,Female,22.0,30.0,0.0,15.0,Basic,Monthly,863.0,21.0,1.0
10186,28,Female,40.0,2.0,2.0,13.0,Premium,Monthly,288.0,25.0,1.0
10187,53,Female,6.0,21.0,4.0,13.0,Premium,Annual,117.0,18.0,1.0
10188,38,Male,21.0,26.0,4.0,2.0,Premium,Annual,660.0,18.0,1.0
10189,25,Male,24.0,8.0,8.0,3.0,Premium,Monthly,324.0,20.0,1.0
10190,22,Male,58.0,25.0,6.0,15.0,Premium,Quarterly,880.0,30.0,1.0
10191,46,Female,50.0,12.0,7.0,8.0,Basic,Quarterly,950.0,24.0,1.0
10192,54,Female,16.0,22.0,7.0,0.0,Basic,Monthly,894.0,3.0,1.0
10193,57,Male,7.0,11.0,5.0,15.0,Standard,Monthly,963.0,20.0,1.0
10194,62,Male,1.0,18.0,3.0,3.0,Basic,Annual,698.0,11.0,1.0
10195,21,Male,13.0,27.0,6.0,24.0,Basic,Monthly,699.0,7.0,1.0
10196,24,Male,15.0,27.0,9.0,2.0,Basic,Monthly,910.0,4.0,1.0
10197,63,Male,35.0,29.0,3.0,27.0,Basic,Monthly,958.0,23.0,1.0
10198,61,Male,15.0,27.0,8.0,0.0,Premium,Annual,320.0,26.0,1.0
10199,31,Female,33.0,10.0,1.0,10.0,Basic,Monthly,927.0,14.0,1.0
10200,22,Male,40.0,4.0,7.0,21.0,Premium,Monthly,874.0,16.0,1.0
10201,55,Male,38.0,22.0,7.0,8.0,Standard,Annual,190.0,17.0,1.0
10202,20,Male,18.0,11.0,7.0,5.0,Standard,Annual,768.0,17.0,1.0
10203,25,Female,1.0,25.0,3.0,23.0,Premium,Annual,302.0,14.0,1.0
10204,32,Female,20.0,10.0,7.0,19.0,Premium,Monthly,156.0,21.0,1.0
10205,21,Female,22.0,25.0,6.0,7.0,Basic,Quarterly,307.0,24.0,1.0
10206,23,Male,19.0,12.0,3.0,9.0,Premium,Annual,517.0,29.0,1.0
10207,43,Male,41.0,19.0,4.0,16.0,Standard,Monthly,770.0,25.0,1.0
10208,37,Male,28.0,11.0,4.0,15.0,Standard,Annual,920.0,7.0,1.0
10209,54,Male,59.0,27.0,0.0,5.0,Premium,Quarterly,393.0,15.0,1.0
10210,44,Male,1.0,20.0,4.0,20.0,Premium,Quarterly,195.0,2.0,1.0
10211,42,Male,25.0,27.0,10.0,16.0,Premium,Quarterly,932.0,26.0,1.0
10212,60,Male,45.0,30.0,1.0,2.0,Premium,Annual,595.0,30.0,1.0
10213,48,Male,56.0,13.0,1.0,21.0,Premium,Quarterly,748.0,25.0,1.0
10214,38,Female,26.0,14.0,3.0,20.0,Premium,Quarterly,183.0,28.0,1.0
10215,32,Female,18.0,3.0,0.0,0.0,Premium,Annual,660.0,14.0,1.0
10216,35,Female,28.0,20.0,6.0,29.0,Standard,Annual,202.0,8.0,1.0
10217,57,Male,35.0,15.0,5.0,7.0,Standard,Quarterly,150.0,14.0,1.0
10218,64,Female,7.0,27.0,8.0,20.0,Basic,Annual,481.0,30.0,1.0
10219,18,Male,8.0,3.0,7.0,12.0,Standard,Quarterly,355.0,11.0,1.0
10220,57,Female,57.0,8.0,2.0,11.0,Standard,Monthly,611.0,28.0,1.0
10221,38,Male,20.0,1.0,9.0,22.0,Premium,Annual,875.0,13.0,1.0
10222,23,Female,27.0,8.0,3.0,19.0,Premium,Annual,552.0,30.0,1.0
10223,49,Female,39.0,21.0,5.0,27.0,Basic,Quarterly,138.0,15.0,1.0
10224,64,Male,34.0,28.0,4.0,10.0,Standard,Monthly,473.0,1.0,1.0
10225,28,Male,1.0,1.0,4.0,22.0,Basic,Quarterly,945.0,21.0,1.0
10226,65,Male,55.0,5.0,0.0,3.0,Basic,Quarterly,581.0,25.0,1.0
10227,54,Female,51.0,19.0,5.0,23.0,Premium,Quarterly,215.0,21.0,1.0
10228,41,Male,60.0,30.0,5.0,24.0,Standard,Annual,288.0,17.0,1.0
10229,43,Male,4.0,28.0,6.0,26.0,Standard,Annual,346.0,12.0,1.0
10230,55,Female,56.0,6.0,0.0,8.0,Standard,Monthly,228.0,18.0,1.0
10231,31,Male,43.0,29.0,1.0,28.0,Basic,Annual,838.0,12.0,1.0
10232,25,Female,31.0,12.0,1.0,24.0,Basic,Quarterly,225.0,10.0,1.0
10233,63,Female,8.0,2.0,6.0,20.0,Basic,Quarterly,642.0,14.0,1.0
10234,31,Female,51.0,18.0,1.0,24.0,Standard,Annual,510.0,28.0,1.0
10235,56,Female,43.0,27.0,3.0,7.0,Premium,Monthly,296.0,16.0,1.0
10236,45,Female,50.0,5.0,1.0,22.0,Premium,Annual,311.0,7.0,1.0
10237,42,Male,1.0,3.0,8.0,19.0,Standard,Annual,564.0,9.0,1.0
10238,62,Male,34.0,20.0,1.0,25.0,Premium,Quarterly,489.0,19.0,1.0
10239,60,Male,10.0,1.0,2.0,15.0,Basic,Annual,911.0,16.0,1.0
10240,21,Male,51.0,30.0,2.0,3.0,Standard,Annual,466.0,6.0,1.0
10241,18,Female,51.0,9.0,8.0,9.0,Premium,Monthly,350.0,29.0,1.0
10242,28,Male,59.0,21.0,5.0,1.0,Premium,Annual,858.0,28.0,1.0
10243,64,Male,12.0,11.0,4.0,7.0,Basic,Monthly,866.0,15.0,1.0
10244,42,Male,13.0,2.0,4.0,13.0,Basic,Monthly,950.0,4.0,1.0
10245,35,Male,16.0,15.0,3.0,28.0,Standard,Annual,187.0,6.0,1.0
10246,48,Male,30.0,2.0,3.0,20.0,Premium,Quarterly,540.0,18.0,0.0
10247,37,Male,36.0,1.0,6.0,30.0,Standard,Annual,241.0,18.0,1.0
10248,21,Female,32.0,15.0,2.0,2.0,Basic,Monthly,875.0,20.0,1.0
10249,45,Female,51.0,30.0,2.0,25.0,Premium,Monthly,339.0,29.0,1.0
10250,19,Female,35.0,28.0,9.0,24.0,Standard,Monthly,676.0,28.0,1.0
10251,56,Male,27.0,10.0,5.0,22.0,Standard,Annual,174.0,29.0,1.0
10252,63,Male,17.0,2.0,2.0,13.0,Standard,Monthly,752.0,2.0,1.0
10253,42,Male,32.0,18.0,5.0,18.0,Premium,Annual,305.0,7.0,1.0
10254,26,Female,9.0,8.0,5.0,29.0,Basic,Annual,224.0,25.0,1.0
10255,54,Female,15.0,26.0,1.0,7.0,Standard,Annual,267.0,10.0,1.0
10256,28,Female,43.0,24.0,6.0,10.0,Premium,Monthly,108.0,3.0,1.0
10257,24,Female,13.0,2.0,1.0,4.0,Premium,Quarterly,807.0,2.0,1.0
10258,48,Male,34.0,20.0,7.0,26.0,Premium,Annual,459.0,5.0,1.0
10259,55,Female,57.0,22.0,1.0,24.0,Basic,Quarterly,449.0,5.0,1.0
10260,57,Female,12.0,26.0,1.0,7.0,Premium,Annual,737.0,9.0,1.0
10261,63,Male,51.0,11.0,4.0,29.0,Standard,Monthly,276.0,18.0,1.0
10262,58,Female,36.0,23.0,10.0,19.0,Standard,Monthly,986.0,19.0,1.0
10263,22,Male,54.0,21.0,7.0,10.0,Premium,Annual,809.0,24.0,1.0
10264,31,Male,38.0,20.0,0.0,23.0,Basic,Annual,593.0,29.0,1.0
10265,33,Male,29.0,12.0,6.0,29.0,Basic,Quarterly,111.0,30.0,1.0
10266,27,Male,1.0,3.0,4.0,27.0,Standard,Annual,715.0,23.0,1.0
10267,64,Male,7.0,11.0,7.0,15.0,Premium,Monthly,895.0,1.0,1.0
10268,40,Female,43.0,2.0,6.0,23.0,Premium,Quarterly,300.0,16.0,1.0
10269,33,Male,49.0,9.0,7.0,6.0,Standard,Monthly,952.0,9.0,1.0
10270,35,Female,16.0,20.0,2.0,12.0,Basic,Monthly,796.0,27.0,1.0
10271,18,Female,8.0,7.0,9.0,1.0,Basic,Monthly,433.0,27.0,1.0
10272,64,Female,18.0,21.0,1.0,0.0,Basic,Annual,530.0,30.0,1.0
10273,55,Male,27.0,8.0,10.0,21.0,Premium,Monthly,541.0,15.0,1.0
10274,47,Male,57.0,3.0,2.0,27.0,Basic,Quarterly,169.0,27.0,1.0
10275,32,Male,25.0,13.0,10.0,10.0,Basic,Quarterly,387.0,7.0,1.0
10276,29,Male,25.0,24.0,10.0,13.0,Standard,Quarterly,774.0,6.0,1.0
10277,42,Male,42.0,12.0,9.0,9.0,Basic,Monthly,529.0,5.0,1.0
10278,54,Male,59.0,11.0,9.0,15.0,Basic,Annual,282.0,15.0,1.0
10279,57,Male,59.0,6.0,3.0,18.0,Basic,Annual,760.0,22.0,1.0
10280,21,Female,18.0,14.0,7.0,17.0,Basic,Quarterly,628.0,23.0,1.0
10281,35,Female,11.0,3.0,4.0,24.0,Standard,Quarterly,407.0,21.0,1.0
10282,49,Male,16.0,27.0,10.0,8.0,Basic,Annual,510.0,23.0,1.0
10283,55,Female,59.0,15.0,0.0,7.0,Basic,Monthly,985.0,16.0,1.0
10284,27,Female,52.0,5.0,3.0,16.0,Basic,Annual,767.0,16.0,1.0
10285,56,Male,36.0,17.0,9.0,9.0,Standard,Quarterly,168.0,18.0,1.0
10286,55,Male,20.0,6.0,3.0,23.0,Premium,Quarterly,377.0,9.0,1.0
10287,46,Female,17.0,27.0,6.0,8.0,Basic,Monthly,728.0,12.0,1.0
10288,47,Female,14.0,12.0,6.0,12.0,Basic,Monthly,657.0,18.0,1.0
10289,29,Male,29.0,28.0,6.0,23.0,Standard,Annual,476.0,21.0,1.0
10290,40,Female,54.0,16.0,7.0,14.0,Premium,Monthly,799.0,5.0,1.0
10291,50,Female,40.0,7.0,10.0,16.0,Standard,Monthly,919.0,21.0,1.0
10292,21,Male,14.0,20.0,10.0,21.0,Premium,Monthly,983.0,8.0,1.0
10293,43,Female,7.0,17.0,2.0,15.0,Standard,Annual,314.0,7.0,1.0
10294,29,Female,23.0,12.0,7.0,3.0,Basic,Monthly,978.0,6.0,1.0
10295,61,Female,17.0,9.0,6.0,27.0,Basic,Quarterly,363.0,11.0,1.0
10296,23,Female,59.0,13.0,10.0,0.0,Standard,Annual,129.0,7.0,1.0
10297,56,Male,19.0,14.0,8.0,16.0,Premium,Quarterly,459.0,8.0,1.0
10298,48,Female,10.0,27.0,8.0,10.0,Premium,Annual,537.0,2.0,1.0
10299,48,Male,26.0,24.0,3.0,8.0,Basic,Quarterly,463.0,6.0,1.0
10300,41,Female,32.0,5.0,9.0,20.0,Basic,Monthly,277.0,30.0,1.0
10301,42,Female,49.0,15.0,10.0,26.0,Standard,Quarterly,893.0,8.0,1.0
10302,31,Male,16.0,4.0,3.0,22.0,Premium,Monthly,585.0,13.0,1.0
10303,61,Male,22.0,18.0,1.0,28.0,Basic,Monthly,214.0,27.0,1.0
10304,59,Female,14.0,15.0,3.0,5.0,Standard,Monthly,326.0,21.0,1.0
10305,22,Female,42.0,28.0,3.0,27.0,Standard,Monthly,721.0,8.0,1.0
10306,52,Male,7.0,23.0,7.0,6.0,Premium,Monthly,598.0,15.0,1.0
10307,61,Female,60.0,8.0,4.0,1.0,Standard,Annual,492.0,26.0,1.0
10308,61,Female,49.0,4.0,10.0,1.0,Basic,Annual,840.0,3.0,1.0
10309,28,Female,48.0,11.0,0.0,30.0,Basic,Monthly,332.0,16.0,1.0
10310,42,Female,10.0,11.0,5.0,23.0,Premium,Quarterly,939.0,2.0,1.0
10311,39,Male,54.0,25.0,6.0,29.0,Standard,Quarterly,786.0,8.0,1.0
10312,22,Male,31.0,3.0,4.0,20.0,Premium,Quarterly,714.0,7.0,1.0
10313,32,Female,11.0,6.0,0.0,13.0,Standard,Quarterly,428.0,6.0,1.0
10314,44,Male,21.0,14.0,6.0,12.0,Premium,Monthly,793.0,12.0,1.0
