CustomerID,Usia,Jenis Kelamin,Masa Tenure,Frekuensi Penggunaan,Panggilan Dukungan,Keterlambatan Pembayaran,Tipe Langganan,Lama Kontrak,Total Pengeluaran,Interaksi Terakhir
1653,54,Male,37.0,16.0,6.0,11.0,Basic,Quarterly,247.0,12.0
1654,62,Female,10.0,19.0,2.0,29.0,Premium,Monthly,292.0,25.0
1655,28,Male,52.0,16.0,1.0,30.0,Standard,Quarterly,939.0,3.0
1656,31,Female,13.0,2.0,4.0,2.0,Premium,Monthly,194.0,25.0
1657,52,Female,37.0,2.0,7.0,19.0,Premium,Quarterly,279.0,2.0
1658,56,Male,57.0,14.0,5.0,5.0,Standard,Quarterly,637.0,1.0
1659,47,Female,43.0,20.0,4.0,21.0,Standard,Quarterly,554.0,29.0
1660,18,Female,29.0,22.0,7.0,1.0,Standard,Monthly,158.0,3.0
1661,29,Male,16.0,23.0,3.0,15.0,Standard,Monthly,175.0,1.0
1662,65,Female,48.0,1.0,8.0,7.0,Basic,Quarterly,211.0,2.0
1663,45,Female,17.0,8.0,3.0,30.0,Standard,Quarterly,825.0,5.0
1664,54,Female,24.0,15.0,6.0,22.0,Standard,Annual,549.0,28.0
1665,61,Female,10.0,12.0,1.0,0.0,Basic,Quarterly,754.0,5.0
1666,20,Female,14.0,15.0,8.0,6.0,Basic,Monthly,531.0,11.0
1667,54,Female,12.0,2.0,3.0,21.0,Standard,Annual,986.0,5.0
1668,50,Female,22.0,10.0,9.0,20.0,Premium,Monthly,985.0,28.0
1669,58,Male,11.0,5.0,4.0,0.0,Premium,Quarterly,130.0,14.0
1670,53,Female,49.0,12.0,7.0,16.0,Basic,Monthly,883.0,7.0
1671,31,Male,37.0,16.0,4.0,0.0,Standard,Monthly,859.0,20.0
1672,35,Male,40.0,17.0,5.0,4.0,Premium,Annual,220.0,25.0
1673,37,Male,26.0,7.0,6.0,11.0,Premium,Quarterly,517.0,12.0
1674,30,Female,18.0,9.0,0.0,24.0,Standard,Quarterly,677.0,28.0
1675,42,Female,58.0,27.0,10.0,27.0,Premium,Monthly,291.0,26.0
1676,32,Female,36.0,2.0,5.0,12.0,Standard,Annual,235.0,5.0
1677,46,Male,31.0,23.0,10.0,5.0,Standard,Annual,397.0,30.0
1678,60,Male,30.0,1.0,10.0,28.0,Standard,Annual,269.0,13.0
1679,37,Male,10.0,25.0,0.0,18.0,Basic,Monthly,265.0,12.0
1680,42,Female,47.0,20.0,2.0,9.0,Premium,Quarterly,794.0,29.0
1681,60,Female,45.0,5.0,1.0,14.0,Standard,Quarterly,725.0,26.0
1682,45,Female,16.0,7.0,0.0,0.0,Premium,Quarterly,190.0,5.0
1683,54,Male,28.0,16.0,8.0,2.0,Standard,Annual,211.0,24.0
1684,51,Male,7.0,15.0,7.0,24.0,Basic,Monthly,714.0,3.0
1685,21,Female,17.0,12.0,2.0,25.0,Premium,Quarterly,521.0,9.0
1686,21,Female,44.0,5.0,4.0,20.0,Basic,Quarterly,249.0,20.0
1687,44,Male,3.0,13.0,6.0,26.0,Premium,Annual,796.0,8.0
1688,33,Female,52.0,23.0,8.0,3.0,Standard,Monthly,948.0,4.0
1689,44,Male,11.0,7.0,6.0,4.0,Standard,Quarterly,378.0,11.0
1690,29,Male,14.0,22.0,6.0,23.0,Basic,Monthly,228.0,3.0
1691,52,Female,50.0,26.0,3.0,26.0,Premium,Quarterly,604.0,5.0
1692,35,Male,7.0,23.0,9.0,15.0,Basic,Annual,209.0,4.0
1693,31,Female,56.0,29.0,8.0,7.0,Standard,Annual,179.0,28.0
1694,24,Male,32.0,12.0,5.0,0.0,Standard,Monthly,423.0,15.0
1695,22,Female,5.0,4.0,6.0,10.0,Basic,Quarterly,476.0,6.0
1696,34,Female,30.0,13.0,3.0,15.0,Standard,Quarterly,344.0,17.0
1697,53,Female,34.0,21.0,5.0,8.0,Premium,Annual,338.0,14.0
1698,50,Male,17.0,20.0,9.0,21.0,Basic,Monthly,910.0,28.0
1699,58,Male,8.0,18.0,10.0,3.0,Premium,Quarterly,555.0,19.0
1700,46,Female,56.0,5.0,2.0,17.0,Premium,Monthly,242.0,12.0
1701,30,Male,18.0,25.0,5.0,12.0,Basic,Annual,327.0,24.0
1702,34,Female,10.0,18.0,7.0,14.0,Standard,Annual,655.0,13.0
1703,64,Female,52.0,16.0,8.0,27.0,Premium,Quarterly,363.0,29.0
1704,25,Female,45.0,8.0,10.0,17.0,Basic,Quarterly,516.0,17.0
1705,31,Male,30.0,30.0,4.0,14.0,Standard,Quarterly,570.0,3.0
1706,34,Male,52.0,5.0,1.0,9.0,Premium,Annual,138.0,27.0
1707,44,Male,8.0,29.0,10.0,13.0,Basic,Monthly,304.0,29.0
1708,43,Male,27.0,27.0,9.0,8.0,Standard,Annual,348.0,5.0
1709,20,Male,60.0,8.0,2.0,2.0,Standard,Quarterly,174.0,20.0
1710,29,Male,25.0,22.0,3.0,22.0,Basic,Annual,726.0,4.0
1711,42,Male,52.0,19.0,2.0,25.0,Premium,Annual,698.0,21.0
1712,18,Female,35.0,16.0,6.0,16.0,Premium,Annual,929.0,28.0
1713,50,Female,22.0,28.0,2.0,8.0,Basic,Monthly,420.0,1.0
1714,39,Female,19.0,16.0,6.0,19.0,Standard,Quarterly,896.0,7.0
1715,41,Male,59.0,7.0,10.0,19.0,Basic,Annual,575.0,15.0
1716,23,Male,56.0,27.0,9.0,2.0,Basic,Quarterly,833.0,13.0
1717,27,Male,12.0,22.0,5.0,30.0,Standard,Quarterly,372.0,13.0
1718,57,Male,35.0,16.0,9.0,28.0,Premium,Quarterly,299.0,20.0
1719,39,Female,25.0,14.0,8.0,0.0,Basic,Annual,677.0,9.0
1720,48,Female,27.0,4.0,10.0,21.0,Premium,Monthly,448.0,6.0
1721,50,Male,10.0,30.0,7.0,16.0,Premium,Quarterly,485.0,26.0
1722,63,Female,44.0,12.0,2.0,19.0,Premium,Quarterly,200.0,30.0
1723,24,Female,57.0,25.0,4.0,26.0,Basic,Quarterly,482.0,20.0
1724,55,Female,14.0,26.0,8.0,9.0,Basic,Monthly,810.0,28.0
1725,55,Female,33.0,9.0,3.0,4.0,Basic,Annual,785.0,16.0
1726,65,Female,58.0,9.0,5.0,14.0,Standard,Quarterly,886.0,16.0
1727,26,Female,58.0,12.0,4.0,2.0,Premium,Annual,231.0,17.0
1728,42,Male,24.0,26.0,8.0,27.0,Basic,Quarterly,301.0,10.0
1729,49,Male,44.0,29.0,6.0,27.0,Premium,Annual,170.0,8.0
1730,25,Male,40.0,2.0,7.0,13.0,Premium,Monthly,344.0,16.0
1731,23,Female,49.0,5.0,10.0,23.0,Standard,Quarterly,539.0,28.0
1732,32,Female,43.0,24.0,2.0,0.0,Premium,Quarterly,687.0,1.0
1733,54,Male,59.0,23.0,0.0,2.0,Basic,Quarterly,230.0,2.0
1734,60,Male,15.0,5.0,5.0,22.0,Standard,Annual,760.0,2.0
1735,23,Female,17.0,24.0,6.0,11.0,Premium,Annual,884.0,9.0
1736,43,Female,23.0,15.0,8.0,12.0,Standard,Quarterly,520.0,10.0
1737,25,Female,27.0,9.0,6.0,12.0,Basic,Monthly,599.0,15.0
1738,62,Female,25.0,6.0,6.0,30.0,Standard,Annual,324.0,1.0
1739,54,Female,49.0,14.0,0.0,27.0,Premium,Monthly,306.0,20.0
1740,60,Female,27.0,21.0,5.0,6.0,Basic,Annual,206.0,13.0
1741,47,Female,37.0,24.0,5.0,7.0,Standard,Quarterly,597.0,12.0
1742,20,Male,1.0,9.0,0.0,17.0,Premium,Monthly,932.0,20.0
1743,27,Male,7.0,28.0,8.0,21.0,Standard,Quarterly,557.0,9.0
1744,46,Male,54.0,11.0,10.0,22.0,Standard,Annual,651.0,30.0
1745,44,Male,45.0,14.0,4.0,17.0,Basic,Monthly,415.0,23.0
1746,19,Female,36.0,5.0,1.0,29.0,Premium,Quarterly,859.0,27.0
1747,65,Male,35.0,29.0,10.0,16.0,Basic,Annual,399.0,7.0
1748,33,Female,16.0,1.0,7.0,6.0,Standard,Monthly,550.0,3.0
1749,19,Female,23.0,3.0,4.0,5.0,Basic,Annual,283.0,1.0
1750,56,Female,1.0,23.0,10.0,27.0,Premium,Annual,139.0,16.0
1751,59,Female,10.0,28.0,7.0,10.0,Premium,Monthly,629.0,21.0
1752,18,Female,57.0,25.0,8.0,1.0,Standard,Quarterly,538.0,19.0
1753,31,Male,40.0,12.0,1.0,12.0,Premium,Quarterly,763.0,25.0
1754,43,Male,38.0,3.0,10.0,17.0,Standard,Monthly,913.0,18.0
1755,34,Male,12.0,27.0,2.0,25.0,Standard,Quarterly,825.0,29.0
1756,28,Male,16.0,5.0,6.0,17.0,Standard,Quarterly,716.0,19.0
1757,30,Female,37.0,10.0,7.0,18.0,Standard,Annual,669.0,29.0
1758,40,Male,15.0,16.0,0.0,20.0,Standard,Quarterly,421.0,17.0
1759,62,Female,58.0,4.0,2.0,1.0,Standard,Monthly,588.0,3.0
1760,37,Male,17.0,14.0,7.0,4.0,Premium,Quarterly,268.0,8.0
1761,23,Male,26.0,14.0,4.0,8.0,Basic,Monthly,858.0,16.0
1762,63,Female,32.0,17.0,8.0,11.0,Standard,Monthly,940.0,24.0
1763,54,Female,7.0,6.0,7.0,29.0,Basic,Annual,621.0,19.0
1764,23,Female,44.0,2.0,7.0,3.0,Basic,Monthly,449.0,6.0
1765,27,Male,49.0,23.0,1.0,19.0,Premium,Annual,413.0,1.0
1766,26,Female,44.0,14.0,9.0,25.0,Premium,Annual,309.0,18.0
1767,59,Female,38.0,15.0,1.0,4.0,Basic,Annual,743.0,24.0
1768,49,Male,8.0,17.0,5.0,20.0,Basic,Quarterly,266.0,10.0
1769,20,Female,7.0,2.0,10.0,0.0,Standard,Quarterly,718.0,25.0
1770,20,Female,56.0,2.0,6.0,27.0,Basic,Monthly,986.0,26.0
1771,25,Female,3.0,20.0,1.0,30.0,Standard,Annual,755.0,25.0
1772,50,Male,56.0,14.0,8.0,2.0,Basic,Quarterly,344.0,24.0
1773,55,Female,56.0,9.0,7.0,16.0,Standard,Quarterly,826.0,29.0
1774,56,Female,37.0,25.0,1.0,18.0,Standard,Quarterly,242.0,29.0
1775,34,Female,5.0,22.0,5.0,26.0,Premium,Annual,353.0,20.0
1776,38,Female,2.0,10.0,1.0,29.0,Premium,Quarterly,840.0,13.0
1777,30,Male,55.0,20.0,5.0,28.0,Premium,Quarterly,323.0,23.0
1778,20,Female,6.0,4.0,4.0,10.0,Standard,Quarterly,978.0,8.0
1779,20,Female,21.0,29.0,0.0,29.0,Premium,Quarterly,600.0,17.0
1780,18,Female,55.0,3.0,9.0,30.0,Premium,Monthly,454.0,2.0
1781,46,Male,19.0,14.0,3.0,22.0,Standard,Monthly,708.0,9.0
1782,31,Female,16.0,4.0,5.0,19.0,Basic,Quarterly,600.0,6.0
1783,51,Male,7.0,26.0,4.0,17.0,Premium,Quarterly,123.0,14.0
1784,45,Female,38.0,24.0,3.0,17.0,Premium,Monthly,859.0,14.0
1785,41,Male,42.0,12.0,10.0,5.0,Standard,Annual,919.0,18.0
1786,61,Female,1.0,24.0,0.0,10.0,Basic,Monthly,565.0,16.0
1787,57,Male,44.0,23.0,5.0,4.0,Premium,Quarterly,945.0,21.0
1788,24,Male,10.0,30.0,5.0,30.0,Standard,Annual,952.0,16.0
1789,28,Male,29.0,26.0,10.0,9.0,Basic,Quarterly,902.0,2.0
1790,61,Female,29.0,13.0,10.0,11.0,Basic,Monthly,958.0,7.0
1791,45,Female,25.0,30.0,6.0,15.0,Standard,Quarterly,311.0,30.0
1792,19,Female,22.0,27.0,9.0,19.0,Standard,Quarterly,969.0,8.0
1793,20,Male,21.0,25.0,1.0,11.0,Premium,Monthly,806.0,21.0
1794,36,Male,50.0,9.0,6.0,28.0,Premium,Annual,214.0,26.0
1795,28,Male,50.0,1.0,2.0,7.0,Premium,Annual,249.0,9.0
1796,26,Male,16.0,24.0,0.0,26.0,Basic,Monthly,913.0,10.0
1797,56,Male,45.0,12.0,0.0,18.0,Basic,Monthly,113.0,8.0
1798,39,Male,58.0,7.0,10.0,1.0,Premium,Monthly,764.0,26.0
1799,28,Female,40.0,8.0,9.0,14.0,Basic,Monthly,826.0,28.0
1800,30,Female,54.0,21.0,0.0,27.0,Basic,Quarterly,410.0,28.0
1801,56,Female,36.0,4.0,0.0,20.0,Premium,Annual,451.0,13.0
1802,35,Female,53.0,19.0,5.0,15.0,Premium,Monthly,808.0,26.0
1803,44,Female,56.0,30.0,4.0,18.0,Premium,Quarterly,397.0,4.0
1804,57,Male,26.0,7.0,1.0,18.0,Premium,Quarterly,915.0,12.0
1805,41,Female,20.0,29.0,3.0,19.0,Premium,Monthly,328.0,22.0
1806,58,Male,2.0,27.0,4.0,16.0,Standard,Quarterly,413.0,7.0
1807,55,Male,27.0,17.0,8.0,30.0,Premium,Annual,686.0,3.0
1808,44,Female,24.0,21.0,3.0,10.0,Standard,Monthly,181.0,21.0
1809,35,Male,59.0,19.0,10.0,12.0,Standard,Quarterly,647.0,13.0
1810,38,Female,42.0,3.0,5.0,26.0,Standard,Monthly,832.0,13.0
1811,23,Female,31.0,17.0,8.0,25.0,Premium,Monthly,309.0,9.0
1812,54,Male,56.0,29.0,2.0,15.0,Standard,Quarterly,483.0,8.0
1813,36,Female,37.0,23.0,6.0,10.0,Premium,Monthly,119.0,30.0
1814,42,Female,37.0,25.0,10.0,7.0,Basic,Quarterly,350.0,10.0
1815,25,Male,44.0,12.0,9.0,11.0,Premium,Monthly,878.0,8.0
1816,56,Female,24.0,15.0,4.0,10.0,Basic,Monthly,941.0,1.0
1817,31,Male,32.0,7.0,8.0,16.0,Basic,Annual,972.0,21.0
1818,50,Male,24.0,1.0,10.0,7.0,Basic,Annual,942.0,5.0
1819,59,Male,2.0,8.0,9.0,26.0,Standard,Quarterly,677.0,17.0
1820,55,Female,32.0,14.0,1.0,27.0,Basic,Quarterly,322.0,27.0
1821,34,Male,15.0,25.0,3.0,19.0,Standard,Annual,282.0,5.0
1822,31,Male,19.0,3.0,3.0,14.0,Premium,Monthly,735.0,20.0
1823,64,Female,40.0,26.0,6.0,11.0,Premium,Quarterly,736.0,25.0
1824,61,Male,49.0,23.0,8.0,4.0,Premium,Quarterly,977.0,1.0
1825,63,Female,5.0,30.0,3.0,19.0,Premium,Quarterly,652.0,9.0
1826,43,Female,50.0,27.0,4.0,3.0,Premium,Monthly,312.0,28.0
1827,47,Female,28.0,12.0,3.0,7.0,Standard,Monthly,177.0,22.0
1828,62,Male,22.0,20.0,2.0,12.0,Premium,Quarterly,917.0,17.0
1829,48,Male,24.0,7.0,1.0,7.0,Basic,Quarterly,436.0,5.0
1830,32,Female,2.0,26.0,10.0,15.0,Basic,Quarterly,603.0,10.0
1831,64,Male,40.0,8.0,5.0,10.0,Premium,Monthly,331.0,21.0
1832,60,Male,20.0,11.0,1.0,12.0,Basic,Monthly,405.0,28.0
1833,26,Female,49.0,9.0,10.0,21.0,Basic,Quarterly,935.0,1.0
1834,35,Male,20.0,11.0,4.0,3.0,Standard,Quarterly,274.0,17.0
1835,63,Female,42.0,26.0,9.0,14.0,Premium,Monthly,635.0,10.0
1836,50,Male,46.0,4.0,0.0,5.0,Premium,Monthly,133.0,10.0
1837,55,Female,13.0,18.0,5.0,3.0,Basic,Annual,778.0,1.0
1838,41,Female,24.0,17.0,6.0,8.0,Standard,Annual,582.0,3.0
1839,53,Male,39.0,29.0,10.0,16.0,Basic,Annual,969.0,24.0
1840,38,Male,13.0,18.0,5.0,18.0,Premium,Monthly,682.0,5.0
1841,48,Female,35.0,26.0,5.0,0.0,Basic,Annual,912.0,8.0
1842,29,Male,44.0,30.0,9.0,21.0,Premium,Quarterly,137.0,18.0
1843,43,Female,45.0,23.0,8.0,27.0,Premium,Quarterly,160.0,28.0
1844,21,Male,28.0,1.0,9.0,22.0,Standard,Quarterly,508.0,15.0
1845,19,Male,43.0,18.0,10.0,15.0,Standard,Monthly,453.0,20.0
1846,47,Female,31.0,27.0,7.0,9.0,Standard,Annual,707.0,13.0
1847,61,Female,60.0,29.0,0.0,27.0,Basic,Monthly,346.0,26.0
1848,38,Male,1.0,10.0,10.0,3.0,Standard,Monthly,349.0,1.0
1849,45,Male,2.0,16.0,6.0,29.0,Basic,Quarterly,414.0,20.0
1850,32,Female,42.0,19.0,2.0,13.0,Standard,Annual,990.0,19.0
1851,57,Male,18.0,11.0,3.0,3.0,Premium,Monthly,216.0,29.0
1852,60,Female,39.0,27.0,8.0,15.0,Premium,Annual,657.0,1.0
1853,28,Male,27.0,17.0,0.0,25.0,Premium,Annual,101.0,27.0
1854,21,Female,37.0,20.0,3.0,30.0,Standard,Monthly,368.0,28.0
1855,26,Female,31.0,23.0,4.0,30.0,Basic,Quarterly,829.0,3.0
1856,27,Male,29.0,9.0,10.0,3.0,Premium,Annual,827.0,8.0
1857,40,Male,54.0,13.0,8.0,29.0,Basic,Annual,921.0,18.0
1858,57,Male,56.0,22.0,1.0,7.0,Standard,Quarterly,793.0,22.0
1859,56,Male,5.0,18.0,8.0,25.0,Basic,Annual,185.0,13.0
1860,58,Male,51.0,26.0,6.0,29.0,Premium,Annual,240.0,12.0
1861,57,Female,2.0,21.0,3.0,21.0,Basic,Quarterly,895.0,20.0
1862,25,Female,29.0,4.0,4.0,1.0,Basic,Quarterly,495.0,23.0
1863,54,Male,59.0,22.0,4.0,4.0,Standard,Annual,173.0,4.0
1864,32,Female,54.0,7.0,5.0,25.0,Premium,Quarterly,314.0,29.0
1865,24,Female,52.0,21.0,6.0,21.0,Basic,Monthly,542.0,28.0
1866,27,Female,34.0,4.0,5.0,1.0,Premium,Quarterly,781.0,18.0
1867,49,Male,14.0,24.0,3.0,30.0,Premium,Quarterly,800.0,23.0
1868,19,Male,24.0,24.0,9.0,14.0,Basic,Annual,475.0,21.0
1869,48,Female,12.0,27.0,0.0,29.0,Basic,Quarterly,465.0,13.0
1870,37,Male,19.0,18.0,3.0,18.0,Basic,Quarterly,824.0,24.0
1871,46,Male,27.0,25.0,3.0,29.0,Premium,Quarterly,158.0,8.0
1872,29,Female,50.0,3.0,6.0,24.0,Standard,Monthly,805.0,14.0
1873,23,Female,20.0,2.0,5.0,23.0,Premium,Annual,173.0,6.0
1874,62,Male,46.0,5.0,6.0,12.0,Basic,Monthly,708.0,6.0
1875,65,Female,4.0,1.0,2.0,6.0,Basic,Annual,960.0,11.0
1876,36,Male,53.0,20.0,1.0,23.0,Standard,Quarterly,902.0,23.0
1877,21,Female,51.0,28.0,0.0,22.0,Premium,Monthly,499.0,16.0
1878,54,Male,13.0,16.0,8.0,15.0,Premium,Annual,207.0,7.0
1879,52,Female,47.0,2.0,5.0,13.0,Standard,Annual,592.0,23.0
1880,46,Male,56.0,26.0,7.0,14.0,Premium,Annual,956.0,3.0
1881,58,Female,28.0,2.0,1.0,29.0,Standard,Quarterly,611.0,16.0
1882,25,Female,32.0,10.0,3.0,30.0,Standard,Monthly,999.0,19.0
1883,32,Female,6.0,28.0,6.0,1.0,Standard,Quarterly,760.0,23.0
1884,26,Female,18.0,25.0,9.0,27.0,Basic,Quarterly,495.0,13.0
1885,40,Male,23.0,7.0,10.0,24.0,Premium,Annual,970.0,26.0
1886,31,Female,22.0,5.0,0.0,11.0,Premium,Quarterly,930.0,4.0
1887,38,Male,16.0,12.0,9.0,26.0,Basic,Annual,188.0,8.0
1888,57,Female,31.0,7.0,7.0,7.0,Basic,Quarterly,636.0,29.0
1889,60,Female,41.0,2.0,5.0,24.0,Standard,Quarterly,520.0,19.0
1890,59,Female,47.0,13.0,6.0,27.0,Premium,Annual,209.0,6.0
1891,19,Female,6.0,4.0,6.0,22.0,Premium,Monthly,874.0,20.0
1892,35,Female,15.0,27.0,10.0,17.0,Basic,Monthly,989.0,29.0
1893,37,Male,58.0,19.0,6.0,28.0,Basic,Quarterly,406.0,16.0
1894,52,Female,2.0,16.0,0.0,20.0,Standard,Quarterly,339.0,13.0
1895,43,Male,50.0,20.0,3.0,14.0,Premium,Annual,404.0,10.0
1896,34,Female,41.0,28.0,0.0,4.0,Standard,Annual,158.0,5.0
1897,45,Female,18.0,6.0,1.0,22.0,Basic,Quarterly,687.0,26.0
1898,25,Female,7.0,18.0,9.0,22.0,Premium,Annual,614.0,17.0
1899,28,Female,43.0,25.0,7.0,30.0,Standard,Annual,173.0,25.0
1900,31,Male,28.0,14.0,10.0,10.0,Standard,Quarterly,302.0,16.0
1901,53,Female,58.0,25.0,0.0,9.0,Standard,Monthly,191.0,26.0
1902,31,Male,5.0,23.0,6.0,6.0,Premium,Quarterly,454.0,24.0
1903,60,Male,10.0,29.0,8.0,14.0,Standard,Quarterly,571.0,30.0
1904,40,Male,50.0,5.0,7.0,9.0,Premium,Quarterly,192.0,4.0
1905,26,Male,11.0,6.0,1.0,21.0,Premium,Quarterly,757.0,4.0
1906,22,Male,27.0,14.0,6.0,8.0,Premium,Quarterly,255.0,24.0
1907,64,Male,13.0,22.0,2.0,11.0,Premium,Annual,693.0,9.0
1908,55,Male,51.0,30.0,9.0,17.0,Premium,Quarterly,185.0,27.0
1909,59,Male,33.0,13.0,3.0,23.0,Standard,Annual,620.0,16.0
1910,47,Male,5.0,12.0,5.0,23.0,Standard,Monthly,380.0,11.0
1911,20,Female,19.0,9.0,5.0,26.0,Standard,Monthly,574.0,29.0
1912,26,Male,33.0,2.0,9.0,4.0,Standard,Monthly,561.0,17.0
1913,32,Female,45.0,23.0,10.0,29.0,Standard,Monthly,613.0,4.0
1914,49,Male,25.0,2.0,5.0,23.0,Premium,Monthly,143.0,10.0
1915,25,Female,1.0,24.0,3.0,7.0,Standard,Annual,215.0,15.0
1916,45,Female,28.0,12.0,2.0,13.0,Basic,Monthly,335.0,27.0
1917,30,Male,1.0,18.0,8.0,20.0,Basic,Monthly,861.0,26.0
1918,37,Female,25.0,10.0,1.0,26.0,Basic,Quarterly,791.0,27.0
1919,63,Female,26.0,28.0,9.0,1.0,Premium,Quarterly,496.0,10.0
1920,34,Male,23.0,19.0,7.0,13.0,Standard,Monthly,178.0,17.0
1921,53,Male,10.0,2.0,1.0,22.0,Premium,Monthly,143.0,3.0
1922,60,Female,49.0,10.0,9.0,5.0,Basic,Monthly,729.0,21.0
1923,57,Female,13.0,14.0,4.0,4.0,Premium,Monthly,960.0,18.0
1924,49,Female,42.0,28.0,1.0,29.0,Premium,Annual,952.0,29.0
1925,29,Female,28.0,11.0,6.0,13.0,Premium,Annual,594.0,21.0
1926,63,Female,21.0,12.0,1.0,26.0,Premium,Quarterly,830.0,27.0
1927,26,Male,54.0,15.0,9.0,19.0,Premium,Annual,637.0,22.0
1928,28,Male,55.0,14.0,4.0,9.0,Basic,Quarterly,689.0,24.0
1929,45,Male,23.0,17.0,7.0,29.0,Premium,Quarterly,929.0,20.0
1930,29,Female,58.0,27.0,0.0,3.0,Basic,Quarterly,241.0,21.0
1931,57,Male,10.0,26.0,0.0,24.0,Standard,Annual,628.0,2.0
1932,38,Male,19.0,8.0,6.0,22.0,Premium,Monthly,468.0,7.0
1933,39,Female,45.0,5.0,0.0,21.0,Standard,Annual,462.0,24.0
1934,23,Male,35.0,16.0,4.0,18.0,Standard,Quarterly,197.0,9.0
1935,50,Male,5.0,19.0,10.0,10.0,Premium,Quarterly,596.0,29.0
1936,29,Male,29.0,30.0,2.0,24.0,Standard,Quarterly,880.0,5.0
1937,37,Male,26.0,17.0,6.0,15.0,Basic,Quarterly,157.0,12.0
1938,52,Female,1.0,27.0,2.0,5.0,Standard,Monthly,348.0,14.0
1939,65,Male,59.0,1.0,5.0,25.0,Standard,Annual,968.0,28.0
1940,54,Female,1.0,9.0,6.0,14.0,Standard,Quarterly,906.0,12.0
1941,46,Female,8.0,18.0,7.0,16.0,Standard,Annual,226.0,11.0
1942,55,Female,34.0,29.0,0.0,30.0,Standard,Annual,337.0,22.0
1943,47,Male,13.0,11.0,5.0,24.0,Premium,Quarterly,728.0,22.0
1944,39,Female,1.0,11.0,2.0,26.0,Standard,Annual,820.0,8.0
1945,42,Female,58.0,29.0,4.0,6.0,Basic,Annual,415.0,23.0
1946,21,Female,9.0,12.0,5.0,7.0,Premium,Monthly,789.0,19.0
1947,24,Male,25.0,29.0,9.0,19.0,Standard,Quarterly,637.0,25.0
1948,41,Female,25.0,5.0,3.0,23.0,Standard,Monthly,115.0,7.0
1949,40,Male,19.0,16.0,10.0,5.0,Basic,Annual,192.0,2.0
1950,35,Male,44.0,4.0,0.0,12.0,Basic,Quarterly,271.0,27.0
1951,24,Female,39.0,28.0,6.0,15.0,Standard,Monthly,577.0,28.0
1952,29,Male,4.0,7.0,8.0,11.0,Premium,Monthly,982.0,20.0
1953,61,Male,52.0,23.0,6.0,14.0,Standard,Monthly,269.0,5.0
1954,30,Male,49.0,13.0,0.0,15.0,Basic,Quarterly,715.0,23.0
1955,49,Male,52.0,3.0,6.0,30.0,Basic,Annual,202.0,26.0
1956,31,Male,13.0,30.0,10.0,2.0,Premium,Quarterly,911.0,9.0
1957,21,Female,39.0,5.0,9.0,17.0,Basic,Monthly,517.0,28.0
1958,56,Female,3.0,8.0,0.0,8.0,Premium,Annual,338.0,28.0
1959,41,Female,34.0,19.0,4.0,7.0,Premium,Quarterly,246.0,24.0
1960,19,Female,29.0,29.0,2.0,19.0,Standard,Monthly,696.0,29.0
1961,54,Female,9.0,9.0,7.0,21.0,Basic,Quarterly,840.0,25.0
1962,24,Male,7.0,26.0,0.0,12.0,Standard,Annual,249.0,10.0
1963,23,Male,48.0,26.0,2.0,6.0,Standard,Monthly,250.0,11.0
1964,27,Female,1.0,24.0,4.0,6.0,Basic,Monthly,789.0,20.0
1965,25,Female,4.0,7.0,4.0,22.0,Basic,Annual,268.0,1.0
1966,33,Female,53.0,3.0,3.0,27.0,Premium,Monthly,365.0,19.0
1967,23,Female,58.0,26.0,6.0,2.0,Premium,Monthly,904.0,15.0
1968,61,Male,57.0,4.0,3.0,8.0,Basic,Annual,460.0,10.0
1969,22,Female,40.0,30.0,1.0,28.0,Standard,Monthly,855.0,15.0
1970,50,Female,33.0,28.0,0.0,23.0,Standard,Annual,458.0,16.0
1971,65,Female,37.0,8.0,4.0,0.0,Standard,Quarterly,923.0,28.0
1972,62,Female,28.0,22.0,2.0,14.0,Standard,Annual,517.0,21.0
1973,27,Female,32.0,21.0,0.0,12.0,Premium,Quarterly,205.0,15.0
1974,49,Female,22.0,1.0,5.0,10.0,Standard,Monthly,776.0,18.0
1975,37,Female,46.0,25.0,4.0,0.0,Premium,Quarterly,328.0,17.0
1976,36,Female,33.0,18.0,0.0,15.0,Basic,Monthly,253.0,16.0
1977,60,Male,37.0,9.0,7.0,29.0,Premium,Quarterly,400.0,19.0
1978,55,Male,27.0,2.0,5.0,26.0,Premium,Annual,258.0,20.0
1979,56,Female,37.0,3.0,8.0,29.0,Premium,Quarterly,133.0,24.0
1980,47,Female,2.0,4.0,0.0,23.0,Premium,Quarterly,701.0,25.0
1981,27,Female,31.0,26.0,10.0,9.0,Standard,Quarterly,897.0,10.0
1982,49,Female,33.0,6.0,4.0,18.0,Standard,Quarterly,294.0,7.0
1983,48,Male,8.0,21.0,9.0,25.0,Standard,Annual,303.0,17.0
1984,18,Male,1.0,20.0,6.0,11.0,Standard,Monthly,490.0,5.0
1985,29,Male,18.0,23.0,4.0,22.0,Standard,Annual,434.0,29.0
1986,22,Male,6.0,8.0,5.0,19.0,Standard,Annual,604.0,28.0
1987,25,Male,15.0,14.0,6.0,22.0,Standard,Monthly,522.0,16.0
1988,30,Male,56.0,22.0,5.0,22.0,Basic,Monthly,867.0,14.0
1989,57,Male,45.0,25.0,9.0,25.0,Standard,Quarterly,981.0,12.0
